Timestamp_ms,Sensor_Type,Sensor_Name,Value_X,Value_Y,Value_Z
1700000000660,1,MTK Accelerometer,0.000,9.800,-0.05636
1700000000670,1,MTK Accelerometer,0.000,9.800,-0.05538
1700000000680,1,MTK Accelerometer,0.000,9.800,-0.04341
1700000000690,1,MTK Accelerometer,0.000,9.800,-0.04480
1700000000700,1,MTK Accelerometer,0.000,9.800,-0.03722
1700000000710,1,MTK Accelerometer,0.000,9.800,-0.03211
1700000000720,1,MTK Accelerometer,0.000,9.800,-0.03584
1700000000730,1,MTK Accelerometer,0.000,9.800,-0.03674
1700000000740,1,MTK Accelerometer,0.000,9.800,-0.03224
1700000000750,1,MTK Accelerometer,0.000,9.800,-0.02757
1700000000760,1,MTK Accelerometer,0.000,9.800,-0.03011
1700000000770,1,MTK Accelerometer,0.000,9.800,-0.01725
1700000000780,1,MTK Accelerometer,0.000,9.800,-0.02433
1700000000790,1,MTK Accelerometer,0.000,9.800,-0.01286
1700000000800,1,MTK Accelerometer,0.000,9.800,-0.01920
1700000000810,1,MTK Accelerometer,0.000,9.800,-0.01069
1700000000820,1,MTK Accelerometer,0.000,9.800,-0.00873
1700000000830,1,MTK Accelerometer,0.000,9.800,-0.00139
1700000000840,1,MTK Accelerometer,0.000,9.800,-0.00022
1700000000850,1,MTK Accelerometer,0.000,9.800,0.00308
1700000000860,1,MTK Accelerometer,0.000,9.800,0.01115
1700000000870,1,MTK Accelerometer,0.000,9.800,0.01279
1700000000880,1,MTK Accelerometer,0.000,9.800,0.01459
1700000000890,1,MTK Accelerometer,0.000,9.800,0.01964
1700000000900,1,MTK Accelerometer,0.000,9.800,0.02445
1700000000910,1,MTK Accelerometer,0.000,9.800,0.02020
1700000000920,1,MTK Accelerometer,0.000,9.800,0.03320
1700000000930,1,MTK Accelerometer,0.000,9.800,0.03965
1700000000940,1,MTK Accelerometer,0.000,9.800,0.03244
1700000000950,1,MTK Accelerometer,0.000,9.800,0.04108
1700000000960,1,MTK Accelerometer,0.000,9.800,0.03167
1700000000970,1,MTK Accelerometer,0.000,9.800,0.04211
1700000000980,1,MTK Accelerometer,0.000,9.800,0.04496
1700000000990,1,MTK Accelerometer,0.000,9.800,0.04896
1700000001000,1,MTK Accelerometer,0.000,9.800,0.05725
1700000001010,1,MTK Accelerometer,0.000,9.800,0.05185
1700000001020,1,MTK Accelerometer,0.000,9.800,0.04807
1700000001030,1,MTK Accelerometer,0.000,9.800,0.05691
1700000001040,1,MTK Accelerometer,0.000,9.800,0.04006
1700000001050,1,MTK Accelerometer,0.000,9.800,0.05141
1700000001060,1,MTK Accelerometer,0.000,9.800,0.04312
1700000001070,1,MTK Accelerometer,0.000,9.800,0.04869
1700000001080,1,MTK Accelerometer,0.000,9.800,0.05090
1700000001090,1,MTK Accelerometer,0.000,9.800,0.05118
1700000001100,1,MTK Accelerometer,0.000,9.800,0.04554
1700000001110,1,MTK Accelerometer,0.000,9.800,0.04703
1700000001120,1,MTK Accelerometer,0.000,9.800,0.04456
1700000001130,1,MTK Accelerometer,0.000,9.800,0.04579
1700000001140,1,MTK Accelerometer,0.000,9.800,0.03097
1700000001150,1,MTK Accelerometer,0.000,9.800,0.04040
1700000001160,1,MTK Accelerometer,0.000,9.800,0.03864
1700000001170,1,MTK Accelerometer,0.000,9.800,0.03232
1700000001180,1,MTK Accelerometer,0.000,9.800,0.02264
1700000001190,1,MTK Accelerometer,0.000,9.800,0.02211
1700000001200,1,MTK Accelerometer,0.000,9.800,0.01668
1700000001210,1,MTK Accelerometer,0.000,9.800,0.00955
1700000001220,1,MTK Accelerometer,0.000,9.800,0.02456
1700000001230,1,MTK Accelerometer,0.000,9.800,0.00333
1700000001240,1,MTK Accelerometer,0.000,9.800,0.00158
1700000001250,1,MTK Accelerometer,0.000,9.800,-0.00281
1700000001260,1,MTK Accelerometer,0.000,9.800,0.00060
1700000001270,1,MTK Accelerometer,0.000,9.800,0.00168
1700000001280,1,MTK Accelerometer,0.000,9.800,-0.00291
1700000001290,1,MTK Accelerometer,0.000,9.800,-0.01771
1700000001300,1,MTK Accelerometer,0.000,9.800,-0.01899
1700000001310,1,MTK Accelerometer,0.000,9.800,-0.02347
1700000001320,1,MTK Accelerometer,0.000,9.800,-0.04049
1700000001330,1,MTK Accelerometer,0.000,9.800,-0.02838
1700000001340,1,MTK Accelerometer,0.000,9.800,-0.02691
1700000001350,1,MTK Accelerometer,0.000,9.800,-0.02917
1700000001360,1,MTK Accelerometer,0.000,9.800,-0.04197
1700000001370,1,MTK Accelerometer,0.000,9.800,-0.04561
1700000001380,1,MTK Accelerometer,0.000,9.800,-0.03985
1700000001390,1,MTK Accelerometer,0.000,9.800,-0.04572
1700000001400,1,MTK Accelerometer,0.000,9.800,-0.05357
1700000001410,1,MTK Accelerometer,0.000,9.800,-0.04657
1700000001420,1,MTK Accelerometer,0.000,9.800,-0.03891
1700000001430,1,MTK Accelerometer,0.000,9.800,-0.05117
1700000001440,1,MTK Accelerometer,0.000,9.800,-0.05411
1700000001450,1,MTK Accelerometer,0.000,9.800,-0.04707
1700000001460,1,MTK Accelerometer,0.000,9.800,-0.05079
1700000001470,1,MTK Accelerometer,0.000,9.800,-0.05587
1700000001480,1,MTK Accelerometer,0.000,9.800,-0.05428
1700000001490,1,MTK Accelerometer,0.000,9.800,-0.04748
1700000001500,1,MTK Accelerometer,0.000,9.800,-0.05580
1700000001510,1,MTK Accelerometer,0.000,9.800,-0.05238
1700000001520,1,MTK Accelerometer,0.000,9.800,-0.04235
1700000001530,1,MTK Accelerometer,0.000,9.800,-0.04662
1700000001540,1,MTK Accelerometer,0.000,9.800,-0.04267
1700000001550,1,MTK Accelerometer,0.000,9.800,-0.02696
1700000001560,1,MTK Accelerometer,0.000,9.800,-0.03916
1700000001570,1,MTK Accelerometer,0.000,9.800,-0.03144
1700000001580,1,MTK Accelerometer,0.000,9.800,-0.03023
1700000001590,1,MTK Accelerometer,0.000,9.800,-0.02142
1700000001600,1,MTK Accelerometer,0.000,9.800,-0.01264
1700000001610,1,MTK Accelerometer,0.000,9.800,-0.01965
1700000001620,1,MTK Accelerometer,0.000,9.800,-0.01989
1700000001630,1,MTK Accelerometer,0.000,9.800,-0.01535
1700000001640,1,MTK Accelerometer,0.000,9.800,-0.01411
1700000001650,1,MTK Accelerometer,0.000,9.800,-0.00333
1700000001660,1,MTK Accelerometer,0.000,9.800,-0.00293
1700000001670,1,MTK Accelerometer,0.000,9.800,0.00052
1700000001680,1,MTK Accelerometer,0.000,9.800,-0.00043
1700000001690,1,MTK Accelerometer,0.000,9.800,0.00339
1700000001700,1,MTK Accelerometer,0.000,9.800,0.00540
1700000001710,1,MTK Accelerometer,0.000,9.800,0.01749
1700000001720,1,MTK Accelerometer,0.000,9.800,0.01469
1700000001730,1,MTK Accelerometer,0.000,9.800,0.02433
1700000001740,1,MTK Accelerometer,0.000,9.800,0.02111
1700000001750,1,MTK Accelerometer,0.000,9.800,0.02721
1700000001760,1,MTK Accelerometer,0.000,9.800,0.03628
1700000001770,1,MTK Accelerometer,0.000,9.800,0.04302
1700000001780,1,MTK Accelerometer,0.000,9.800,0.03865
1700000001790,1,MTK Accelerometer,0.000,9.800,0.04457
1700000001800,1,MTK Accelerometer,0.000,9.800,0.04021
1700000001810,1,MTK Accelerometer,0.000,9.800,0.03850
1700000001820,1,MTK Accelerometer,0.000,9.800,0.04645
1700000001830,1,MTK Accelerometer,0.000,9.800,0.05831
1700000001840,1,MTK Accelerometer,0.000,9.800,0.05745
1700000001850,1,MTK Accelerometer,0.000,9.800,0.04617
1700000001860,1,MTK Accelerometer,0.000,9.800,0.05136
1700000001870,1,MTK Accelerometer,0.000,9.800,0.05192
1700000001880,1,MTK Accelerometer,0.000,9.800,0.05150
1700000001890,1,MTK Accelerometer,0.000,9.800,0.04994
1700000001900,1,MTK Accelerometer,0.000,9.800,0.04956
1700000001910,1,MTK Accelerometer,0.000,9.800,0.04991
1700000001920,1,MTK Accelerometer,0.000,9.800,0.03821
1700000001930,1,MTK Accelerometer,0.000,9.800,0.04299
1700000001940,1,MTK Accelerometer,0.000,9.800,0.04191
1700000001950,1,MTK Accelerometer,0.000,9.800,0.04082
1700000001960,1,MTK Accelerometer,0.000,9.800,0.03719
1700000001970,1,MTK Accelerometer,0.000,9.800,0.03276
1700000001980,1,MTK Accelerometer,0.000,9.800,0.03487
1700000001990,1,MTK Accelerometer,0.000,9.800,0.02340
1700000002000,1,MTK Accelerometer,0.000,9.800,0.03401
1700000002010,1,MTK Accelerometer,0.000,9.800,0.02111
1700000002020,1,MTK Accelerometer,0.000,9.800,0.02084
1700000002030,1,MTK Accelerometer,0.000,9.800,0.01913
1700000002040,1,MTK Accelerometer,0.000,9.800,0.01564
1700000002050,1,MTK Accelerometer,0.000,9.800,0.02053
1700000002060,1,MTK Accelerometer,0.000,9.800,0.00748
1700000002070,1,MTK Accelerometer,0.000,9.800,-0.00016
1700000002080,1,MTK Accelerometer,0.000,9.800,-0.00256
1700000002090,1,MTK Accelerometer,0.000,9.800,-0.00618
1700000002100,1,MTK Accelerometer,0.000,9.800,-0.00674
1700000002110,1,MTK Accelerometer,0.000,9.800,-0.00789
1700000002120,1,MTK Accelerometer,0.000,9.800,-0.01365
1700000002130,1,MTK Accelerometer,0.000,9.800,-0.01815
1700000002140,1,MTK Accelerometer,0.000,9.800,-0.01673
1700000002150,1,MTK Accelerometer,0.000,9.800,-0.02253
1700000002160,1,MTK Accelerometer,0.000,9.800,-0.03670
1700000002170,1,MTK Accelerometer,0.000,9.800,-0.03222
1700000002180,1,MTK Accelerometer,0.000,9.800,-0.02870
1700000002190,1,MTK Accelerometer,0.000,9.800,-0.03933
1700000002200,1,MTK Accelerometer,0.000,9.800,-0.03491
1700000002210,1,MTK Accelerometer,0.000,9.800,-0.03160
1700000002220,1,MTK Accelerometer,0.000,9.800,-0.03974
1700000002230,1,MTK Accelerometer,0.000,9.800,-0.03632
1700000002240,1,MTK Accelerometer,0.000,9.800,-0.04005
1700000002250,1,MTK Accelerometer,0.000,9.800,-0.05022
1700000002260,1,MTK Accelerometer,0.000,9.800,-0.04443
1700000002270,1,MTK Accelerometer,0.000,9.800,-0.04286
1700000002280,1,MTK Accelerometer,0.000,9.800,-0.04334
1700000002290,1,MTK Accelerometer,0.000,9.800,-0.04225
1700000002300,1,MTK Accelerometer,0.000,9.800,-0.05116
1700000002310,1,MTK Accelerometer,0.000,9.800,-0.04983
1700000002320,1,MTK Accelerometer,0.000,9.800,-0.04679
1700000002330,1,MTK Accelerometer,0.000,9.800,-0.05448
1700000002340,1,MTK Accelerometer,0.000,9.800,-0.04555
1700000002350,1,MTK Accelerometer,0.000,9.800,-0.04249
1700000002360,1,MTK Accelerometer,0.000,9.800,-0.04534
1700000002370,1,MTK Accelerometer,0.000,9.800,-0.05476
1700000002380,1,MTK Accelerometer,0.000,9.800,-0.04547
1700000002390,1,MTK Accelerometer,0.000,9.800,-0.03855
1700000002400,1,MTK Accelerometer,0.000,9.800,-0.03190
1700000002410,1,MTK Accelerometer,0.000,9.800,-0.03424
1700000002420,1,MTK Accelerometer,0.000,9.800,-0.03089
1700000002430,1,MTK Accelerometer,0.000,9.800,-0.02538
1700000002440,1,MTK Accelerometer,0.000,9.800,-0.03384
1700000002450,1,MTK Accelerometer,0.000,9.800,-0.01466
1700000002460,1,MTK Accelerometer,0.000,9.800,-0.01218
1700000002470,1,MTK Accelerometer,0.000,9.800,-0.01603
1700000002480,1,MTK Accelerometer,0.000,9.800,-0.01348
1700000002490,1,MTK Accelerometer,0.000,9.800,-0.00346
1700000002500,1,MTK Accelerometer,0.000,9.800,0.00004
1700000002510,1,MTK Accelerometer,0.000,9.800,0.01322
1700000002520,1,MTK Accelerometer,0.000,9.800,0.01379
1700000002530,1,MTK Accelerometer,0.000,9.800,0.01329
1700000002540,1,MTK Accelerometer,0.000,9.800,0.01422
1700000002550,1,MTK Accelerometer,0.000,9.800,0.02292
1700000002560,1,MTK Accelerometer,0.000,9.800,0.02573
1700000002570,1,MTK Accelerometer,0.000,9.800,0.02744
1700000002580,1,MTK Accelerometer,0.000,9.800,0.02918
1700000002590,1,MTK Accelerometer,0.000,9.800,0.02796
1700000002600,1,MTK Accelerometer,0.000,9.800,0.03393
1700000002610,1,MTK Accelerometer,0.000,9.800,0.02607
1700000002620,1,MTK Accelerometer,0.000,9.800,0.03807
1700000002630,1,MTK Accelerometer,0.000,9.800,0.05695
1700000002640,1,MTK Accelerometer,0.000,9.800,0.05280
1700000002650,1,MTK Accelerometer,0.000,9.800,0.04446
1700000002660,1,MTK Accelerometer,0.000,9.800,0.05254
1700000002670,1,MTK Accelerometer,0.000,9.800,0.05254
1700000002680,1,MTK Accelerometer,0.000,9.800,0.04399
1700000002690,1,MTK Accelerometer,0.000,9.800,0.05166
1700000002700,1,MTK Accelerometer,0.000,9.800,0.04702
1700000002710,1,MTK Accelerometer,0.000,9.800,0.04870
1700000002720,1,MTK Accelerometer,0.000,9.800,0.04853
1700000002730,1,MTK Accelerometer,0.000,9.800,0.04999
1700000002740,1,MTK Accelerometer,0.000,9.800,0.04778
1700000002750,1,MTK Accelerometer,0.000,9.800,0.04005
1700000002760,1,MTK Accelerometer,0.000,9.800,0.04687
1700000002770,1,MTK Accelerometer,0.000,9.800,0.05261
1700000002780,1,MTK Accelerometer,0.000,9.800,0.03863
1700000002790,1,MTK Accelerometer,0.000,9.800,0.03684
1700000002800,1,MTK Accelerometer,0.000,9.800,0.04387
1700000002810,1,MTK Accelerometer,0.000,9.800,0.04111
1700000002820,1,MTK Accelerometer,0.000,9.800,0.02928
1700000002830,1,MTK Accelerometer,0.000,9.800,0.03187
1700000002840,1,MTK Accelerometer,0.000,9.800,0.02910
1700000002850,1,MTK Accelerometer,0.000,9.800,0.03250
1700000002860,1,MTK Accelerometer,0.000,9.800,0.02030
1700000002870,1,MTK Accelerometer,0.000,9.800,0.01792
1700000002880,1,MTK Accelerometer,0.000,9.800,0.01339
1700000002890,1,MTK Accelerometer,0.000,9.800,0.01309
1700000002900,1,MTK Accelerometer,0.000,9.800,0.01525
1700000002910,1,MTK Accelerometer,0.000,9.800,0.00497
1700000002920,1,MTK Accelerometer,0.000,9.800,-0.00569
1700000002930,1,MTK Accelerometer,0.000,9.800,-0.00730
1700000002940,1,MTK Accelerometer,0.000,9.800,-0.00259
1700000002950,1,MTK Accelerometer,0.000,9.800,-0.01196
1700000002960,1,MTK Accelerometer,0.000,9.800,-0.01855
1700000002970,1,MTK Accelerometer,0.000,9.800,-0.03155
1700000002980,1,MTK Accelerometer,0.000,9.800,-0.02508
1700000002990,1,MTK Accelerometer,0.000,9.800,-0.02483
1700000003000,1,MTK Accelerometer,0.000,9.800,-0.02532
1700000003010,1,MTK Accelerometer,0.000,9.800,-0.02898
1700000003020,1,MTK Accelerometer,0.000,9.800,-0.03231
1700000003030,1,MTK Accelerometer,0.000,9.800,-0.04936
1700000003040,1,MTK Accelerometer,0.000,9.800,-0.03763
1700000003050,1,MTK Accelerometer,0.000,9.800,-0.05225
1700000003060,1,MTK Accelerometer,0.000,9.800,-0.04014
1700000003070,1,MTK Accelerometer,0.000,9.800,-0.04466
1700000003080,1,MTK Accelerometer,0.000,9.800,-0.04730
1700000003090,1,MTK Accelerometer,0.000,9.800,-0.03579
1700000003100,1,MTK Accelerometer,0.000,9.800,-0.04039
1700000003110,1,MTK Accelerometer,0.000,9.800,-0.05055
1700000003120,1,MTK Accelerometer,0.000,9.800,-0.04732
1700000003130,1,MTK Accelerometer,0.000,9.800,-0.05446
1700000003140,1,MTK Accelerometer,0.000,9.800,-0.04351
1700000003150,1,MTK Accelerometer,0.000,9.800,-0.05048
1700000003160,1,MTK Accelerometer,0.000,9.800,-0.04924
1700000003170,1,MTK Accelerometer,0.000,9.800,-0.05112
1700000003180,1,MTK Accelerometer,0.000,9.800,-0.05036
1700000003190,1,MTK Accelerometer,0.000,9.800,-0.03740
1700000003200,1,MTK Accelerometer,0.000,9.800,-0.03880
1700000003210,1,MTK Accelerometer,0.000,9.800,-0.03215
1700000003220,1,MTK Accelerometer,0.000,9.800,-0.03292
1700000003230,1,MTK Accelerometer,0.000,9.800,-0.03687
1700000003240,1,MTK Accelerometer,0.000,9.800,-0.02705
1700000003250,1,MTK Accelerometer,0.000,9.800,-0.02920
1700000003260,1,MTK Accelerometer,0.000,9.800,-0.02655
1700000003270,1,MTK Accelerometer,0.000,9.800,-0.01850
1700000003280,1,MTK Accelerometer,0.000,9.800,-0.02002
1700000003290,1,MTK Accelerometer,0.000,9.800,-0.01580
1700000003300,1,MTK Accelerometer,0.000,9.800,-0.01217
1700000003310,1,MTK Accelerometer,0.000,9.800,-0.01073
1700000003320,1,MTK Accelerometer,0.000,9.800,-0.00381
1700000003330,1,MTK Accelerometer,0.000,9.800,0.00071
1700000003340,1,MTK Accelerometer,0.000,9.800,0.00717
1700000003350,1,MTK Accelerometer,0.000,9.800,0.00228
1700000003360,1,MTK Accelerometer,0.000,9.800,0.01323
1700000003370,1,MTK Accelerometer,0.000,9.800,0.00702
1700000003380,1,MTK Accelerometer,0.000,9.800,0.01450
1700000003390,1,MTK Accelerometer,0.000,9.800,0.01941
1700000003400,1,MTK Accelerometer,0.000,9.800,0.02221
1700000003410,1,MTK Accelerometer,0.000,9.800,0.02410
1700000003420,1,MTK Accelerometer,0.000,9.800,0.01724
1700000003430,1,MTK Accelerometer,0.000,9.800,0.02773
1700000003440,1,MTK Accelerometer,0.000,9.800,0.04202
1700000003450,1,MTK Accelerometer,0.000,9.800,0.03314
1700000003460,1,MTK Accelerometer,0.000,9.800,0.04316
1700000003470,1,MTK Accelerometer,0.000,9.800,0.05099
1700000003480,1,MTK Accelerometer,0.000,9.800,0.04559
1700000003490,1,MTK Accelerometer,0.000,9.800,0.05041
1700000003500,1,MTK Accelerometer,0.000,9.800,0.05566
1700000003510,1,MTK Accelerometer,0.000,9.800,0.05497
1700000003520,1,MTK Accelerometer,0.000,9.800,0.04819
1700000003530,1,MTK Accelerometer,0.000,9.800,0.04877
1700000003540,1,MTK Accelerometer,0.000,9.800,0.04782
1700000003550,1,MTK Accelerometer,0.000,9.800,0.05145
1700000003560,1,MTK Accelerometer,0.000,9.800,0.05036
1700000003570,1,MTK Accelerometer,0.000,9.800,0.05036
1700000003580,1,MTK Accelerometer,0.000,9.800,0.04411
1700000003590,1,MTK Accelerometer,0.000,9.800,0.04432
1700000003600,1,MTK Accelerometer,0.000,9.800,0.04784
1700000003610,1,MTK Accelerometer,0.000,9.800,0.04459
1700000003620,1,MTK Accelerometer,0.000,9.800,0.03926
1700000003630,1,MTK Accelerometer,0.000,9.800,0.03563
1700000003640,1,MTK Accelerometer,0.000,9.800,0.03563
1700000003650,1,MTK Accelerometer,0.000,9.800,0.02553
1700000003660,1,MTK Accelerometer,0.000,9.800,0.03139
1700000003670,1,MTK Accelerometer,0.000,9.800,0.03222
1700000003680,1,MTK Accelerometer,0.000,9.800,0.02723
1700000003690,1,MTK Accelerometer,0.000,9.800,0.01927
1700000003700,1,MTK Accelerometer,0.000,9.800,0.02506
1700000003710,1,MTK Accelerometer,0.000,9.800,0.01941
1700000003720,1,MTK Accelerometer,0.000,9.800,0.00838
1700000003730,1,MTK Accelerometer,0.000,9.800,0.01558
1700000003740,1,MTK Accelerometer,0.000,9.800,0.00459
1700000003750,1,MTK Accelerometer,0.000,9.800,-0.00088
1700000003760,1,MTK Accelerometer,0.000,9.800,-0.01069
1700000003770,1,MTK Accelerometer,0.000,9.800,-0.00776
1700000003780,1,MTK Accelerometer,0.000,9.800,-0.00861
1700000003790,1,MTK Accelerometer,0.000,9.800,-0.01676
1700000003800,1,MTK Accelerometer,0.000,9.800,-0.02120
1700000003810,1,MTK Accelerometer,0.000,9.800,-0.02364
1700000003820,1,MTK Accelerometer,0.000,9.800,-0.02025
1700000003830,1,MTK Accelerometer,0.000,9.800,-0.03208
1700000003840,1,MTK Accelerometer,0.000,9.800,-0.03860
1700000003850,1,MTK Accelerometer,0.000,9.800,-0.04391
1700000003860,1,MTK Accelerometer,0.000,9.800,-0.04433
1700000003870,1,MTK Accelerometer,0.000,9.800,-0.04371
1700000003880,1,MTK Accelerometer,0.000,9.800,-0.03764
1700000003890,1,MTK Accelerometer,0.000,9.800,-0.04701
1700000003900,1,MTK Accelerometer,0.000,9.800,-0.04166
1700000003910,1,MTK Accelerometer,0.000,9.800,-0.04347
1700000003920,1,MTK Accelerometer,0.000,9.800,-0.04484
1700000003930,1,MTK Accelerometer,0.000,9.800,-0.05260
1700000003940,1,MTK Accelerometer,0.000,9.800,-0.03966
1700000003950,1,MTK Accelerometer,0.000,9.800,-0.05249
1700000003960,1,MTK Accelerometer,0.000,9.800,-0.03940
1700000003970,1,MTK Accelerometer,0.000,9.800,-0.05786
1700000003980,1,MTK Accelerometer,0.000,9.800,-0.06006
1700000003990,1,MTK Accelerometer,0.000,9.800,-0.05205
1700000004000,1,MTK Accelerometer,0.000,9.800,-0.05201
1700000004010,1,MTK Accelerometer,0.000,9.800,-0.04289
1700000004020,1,MTK Accelerometer,0.000,9.800,-0.04236
1700000004030,1,MTK Accelerometer,0.000,9.800,-0.04574
1700000004040,1,MTK Accelerometer,0.000,9.800,-0.04106
1700000004050,1,MTK Accelerometer,0.000,9.800,-0.04166
1700000004060,1,MTK Accelerometer,0.000,9.800,-0.03739
1700000004070,1,MTK Accelerometer,0.000,9.800,-0.03380
1700000004080,1,MTK Accelerometer,0.000,9.800,-0.03233
1700000004090,1,MTK Accelerometer,0.000,9.800,-0.03071
1700000004100,1,MTK Accelerometer,0.000,9.800,-0.02789
1700000004110,1,MTK Accelerometer,0.000,9.800,-0.03014
1700000004120,1,MTK Accelerometer,0.000,9.800,-0.01871
1700000004130,1,MTK Accelerometer,0.000,9.800,-0.01492
1700000004140,1,MTK Accelerometer,0.000,9.800,-0.01079
1700000004150,1,MTK Accelerometer,0.000,9.800,-0.00311
1700000004160,1,MTK Accelerometer,0.000,9.800,-0.00112
1700000004170,1,MTK Accelerometer,0.000,9.800,0.00112
1700000004180,1,MTK Accelerometer,0.000,9.800,0.01220
1700000004190,1,MTK Accelerometer,0.000,9.800,0.00218
1700000004200,1,MTK Accelerometer,0.000,9.800,0.02156
1700000004210,1,MTK Accelerometer,0.000,9.800,0.00913
1700000004220,1,MTK Accelerometer,0.000,9.800,0.02811
1700000004230,1,MTK Accelerometer,0.000,9.800,0.01542
1700000004240,1,MTK Accelerometer,0.000,9.800,0.03437
1700000004250,1,MTK Accelerometer,0.000,9.800,0.02982
1700000004260,1,MTK Accelerometer,0.000,9.800,0.03611
1700000004270,1,MTK Accelerometer,0.000,9.800,0.04209
1700000004280,1,MTK Accelerometer,0.000,9.800,0.02932
1700000004290,1,MTK Accelerometer,0.000,9.800,0.03690
1700000004300,1,MTK Accelerometer,0.000,9.800,0.03535
1700000004310,1,MTK Accelerometer,0.000,9.800,0.03852
1700000004320,1,MTK Accelerometer,0.000,9.800,0.04311
1700000004330,1,MTK Accelerometer,0.000,9.800,0.04340
1700000004340,1,MTK Accelerometer,0.000,9.800,0.04149
1700000004350,1,MTK Accelerometer,0.000,9.800,0.05123
1700000004360,1,MTK Accelerometer,0.000,9.800,0.04625
1700000004370,1,MTK Accelerometer,0.000,9.800,0.04395
1700000004380,1,MTK Accelerometer,0.000,9.800,0.05019
1700000004390,1,MTK Accelerometer,0.000,9.800,0.05906
1700000004400,1,MTK Accelerometer,0.000,9.800,0.04821
1700000004410,1,MTK Accelerometer,0.000,9.800,0.04892
