Timestamp_ms,Sensor_Type,Sensor_Name,Value_X,Value_Y,Value_Z
1700000000160.0,1,MTK Accelerometer,0.29040,10.60555,0.52053
1700000000160.2,4,MTK Gyroscope,0.58476,0.16255,0.06987
1700000000170.0,1,MTK Accelerometer,0.49531,10.43779,0.49139
1700000000170.2,4,MTK Gyroscope,0.46329,0.38376,0.18359
1700000000180.0,1,MTK Accelerometer,0.68271,10.20540,0.36591
1700000000180.2,4,MTK Gyroscope,0.28510,0.55117,0.26197
1700000000190.0,1,MTK Accelerometer,0.85270,9.86649,0.23919
1700000000190.2,4,MTK Gyroscope,0.04638,0.59476,0.30760
1700000000200.0,1,MTK Accelerometer,0.74164,9.51680,-0.03305
1700000000200.2,4,MTK Gyroscope,-0.19105,0.56984,0.28095
1700000000200.5,2,MTK Magnetometer,19.87509,-15.25000,35.04584
1700000000210.0,1,MTK Accelerometer,0.59162,9.23587,-0.14716
1700000000210.2,4,MTK Gyroscope,-0.40721,0.44165,0.23766
1700000000220.0,1,MTK Accelerometer,0.38207,9.06751,-0.37169
1700000000220.2,4,MTK Gyroscope,-0.53740,0.26537,0.11518
1700000000230.0,1,MTK Accelerometer,0.04151,9.04606,-0.47048
1700000000230.2,4,MTK Gyroscope,-0.59914,0.00735,0.00299
1700000000240.0,1,MTK Accelerometer,-0.23059,9.02734,-0.51442
1700000000240.2,4,MTK Gyroscope,-0.55212,-0.22334,-0.10436
1700000000250.0,1,MTK Accelerometer,-0.59699,9.20906,-0.53715
1700000000250.2,4,MTK Gyroscope,-0.41977,-0.42536,-0.21907
1700000000250.5,2,MTK Magnetometer,19.92852,-14.89735,35.13461
1700000000260.0,1,MTK Accelerometer,-0.68882,9.55088,-0.33926
1700000000260.2,4,MTK Gyroscope,-0.23530,-0.55278,-0.29206
1700000000270.0,1,MTK Accelerometer,-0.80721,9.85416,-0.16164
1700000000270.2,4,MTK Gyroscope,0.03816,-0.57481,-0.27679
1700000000280.0,1,MTK Accelerometer,-0.72957,10.17756,-0.04038
1700000000280.2,4,MTK Gyroscope,0.26820,-0.55318,-0.27308
1700000000290.0,1,MTK Accelerometer,-0.49480,10.32532,0.20509
1700000000290.2,4,MTK Gyroscope,0.45575,-0.39478,-0.19277
1700000000300.0,1,MTK Accelerometer,-0.22370,10.58850,0.39855
1700000000300.2,4,MTK Gyroscope,0.55263,-0.20332,-0.08121
1700000000300.5,2,MTK Magnetometer,19.83770,-14.75403,34.68885
1700000000310.0,1,MTK Accelerometer,0.08220,10.66277,0.55453
1700000000310.2,4,MTK Gyroscope,0.58158,0.06353,0.03509
1700000000320.0,1,MTK Accelerometer,0.29193,10.49679,0.53144
1700000000320.2,4,MTK Gyroscope,0.52979,0.30302,0.12640
1700000000330.0,1,MTK Accelerometer,0.67212,10.31776,0.42621
1700000000330.2,4,MTK Gyroscope,0.37469,0.45356,0.21615
1700000000340.0,1,MTK Accelerometer,0.80232,10.00853,0.26724
1700000000340.2,4,MTK Gyroscope,0.13170,0.57105,0.29652
1700000000350.0,1,MTK Accelerometer,0.75752,9.70516,0.08999
1700000000350.2,4,MTK Gyroscope,-0.10208,0.58426,0.27564
1700000000350.5,2,MTK Magnetometer,19.76122,-14.96826,35.36242
1700000000360.0,1,MTK Accelerometer,0.67781,9.43304,-0.11125
1700000000360.2,4,MTK Gyroscope,-0.33247,0.50581,0.24765
1700000000370.0,1,MTK Accelerometer,0.38158,9.17678,-0.36369
1700000000370.2,4,MTK Gyroscope,-0.47819,0.33860,0.17363
1700000000380.0,1,MTK Accelerometer,0.18641,9.09525,-0.48466
1700000000380.2,4,MTK Gyroscope,-0.59215,0.10860,0.05096
1700000000390.0,1,MTK Accelerometer,-0.20979,9.03920,-0.44229
1700000000390.2,4,MTK Gyroscope,-0.59077,-0.14178,-0.05849
1700000000400.0,1,MTK Accelerometer,-0.44254,9.19953,-0.60589
1700000000400.2,4,MTK Gyroscope,-0.49427,-0.35037,-0.19613
1700000000400.5,2,MTK Magnetometer,20.07227,-15.14206,34.98192
1700000000410.0,1,MTK Accelerometer,-0.69878,9.41798,-0.38337
1700000000410.2,4,MTK Gyroscope,-0.29767,-0.51121,-0.25350
1700000000420.0,1,MTK Accelerometer,-0.78911,9.76577,-0.16080
1700000000420.2,4,MTK Gyroscope,-0.08115,-0.57416,-0.28888
1700000000430.0,1,MTK Accelerometer,-0.72958,9.98685,-0.02975
1700000000430.2,4,MTK Gyroscope,0.17824,-0.56507,-0.28376
1700000000440.0,1,MTK Accelerometer,-0.64103,10.37721,0.10037
1700000000440.2,4,MTK Gyroscope,0.40030,-0.45574,-0.22165
1700000000450.0,1,MTK Accelerometer,-0.39848,10.49878,0.35993
1700000000450.2,4,MTK Gyroscope,0.52789,-0.28536,-0.12742
1700000000450.5,2,MTK Magnetometer,19.95588,-15.34190,34.82778
1700000000460.0,1,MTK Accelerometer,-0.03511,10.64865,0.44644
1700000000460.2,4,MTK Gyroscope,0.60142,-0.02185,-0.02619
1700000000470.0,1,MTK Accelerometer,0.28202,10.46860,0.42571
1700000000470.2,4,MTK Gyroscope,0.57196,0.21492,0.10102
1700000000480.0,1,MTK Accelerometer,0.57551,10.38967,0.41236
1700000000480.2,4,MTK Gyroscope,0.42676,0.40570,0.20595
1700000000490.0,1,MTK Accelerometer,0.72009,10.18256,0.35115
1700000000490.2,4,MTK Gyroscope,0.23235,0.56102,0.27445
1700000000500.0,1,MTK Accelerometer,0.79148,9.76933,0.11229
1700000000500.2,4,MTK Gyroscope,-0.00152,0.61078,0.30388
1700000000500.5,2,MTK Magnetometer,20.16937,-15.17852,34.98935
1700000000510.0,1,MTK Accelerometer,0.74013,9.51898,-0.11430
1700000000510.2,4,MTK Gyroscope,-0.24908,0.55441,0.27805
1700000000520.0,1,MTK Accelerometer,0.49411,9.30883,-0.23454
1700000000520.2,4,MTK Gyroscope,-0.45756,0.41377,0.21748
1700000000530.0,1,MTK Accelerometer,0.20662,9.11277,-0.36266
1700000000530.2,4,MTK Gyroscope,-0.55438,0.19004,0.08040
1700000000540.0,1,MTK Accelerometer,-0.06608,8.96763,-0.44276
1700000000540.2,4,MTK Gyroscope,-0.59731,-0.04135,-0.03262
1700000000550.0,1,MTK Accelerometer,-0.37187,9.20361,-0.47326
1700000000550.2,4,MTK Gyroscope,-0.51849,-0.27616,-0.12523
1700000000550.5,2,MTK Magnetometer,20.28624,-15.10163,34.60770
1700000000560.0,1,MTK Accelerometer,-0.55873,9.29922,-0.56760
1700000000560.2,4,MTK Gyroscope,-0.39768,-0.45830,-0.24461
1700000000570.0,1,MTK Accelerometer,-0.77567,9.59704,-0.26263
1700000000570.2,4,MTK Gyroscope,-0.16788,-0.56677,-0.28242
1700000000580.0,1,MTK Accelerometer,-0.76921,9.98589,-0.05449
1700000000580.2,4,MTK Gyroscope,0.07969,-0.59080,-0.28577
1700000000590.0,1,MTK Accelerometer,-0.64714,10.20617,0.09734
1700000000590.2,4,MTK Gyroscope,0.30786,-0.50488,-0.25467
1700000000600.0,1,MTK Accelerometer,-0.48521,10.46760,0.28676
1700000000600.2,4,MTK Gyroscope,0.49120,-0.34771,-0.16797
1700000000600.5,2,MTK Magnetometer,19.99739,-15.28636,35.37619
1700000000610.0,1,MTK Accelerometer,-0.22114,10.54461,0.47545
1700000000610.2,4,MTK Gyroscope,0.57516,-0.12222,-0.06145
1700000000620.0,1,MTK Accelerometer,0.17688,10.56269,0.44879
1700000000620.2,4,MTK Gyroscope,0.59495,0.10407,0.05791
1700000000630.0,1,MTK Accelerometer,0.47122,10.50340,0.54294
1700000000630.2,4,MTK Gyroscope,0.49676,0.34444,0.18317
1700000000640.0,1,MTK Accelerometer,0.67346,10.24158,0.43160
1700000000640.2,4,MTK Gyroscope,0.32433,0.50113,0.24451
1700000000650.0,1,MTK Accelerometer,0.80240,9.83603,0.21891
1700000000650.2,4,MTK Gyroscope,0.07781,0.59290,0.29229
1700000000650.5,2,MTK Magnetometer,20.00554,-15.16486,35.16735
1700000000660.0,1,MTK Accelerometer,0.78636,9.56517,0.01558
1700000000660.2,4,MTK Gyroscope,-0.14397,0.57831,0.29011
1700000000670.0,1,MTK Accelerometer,0.58144,9.37806,-0.11096
1700000000670.2,4,MTK Gyroscope,-0.36928,0.47820,0.24328
1700000000680.0,1,MTK Accelerometer,0.41642,9.08096,-0.28039
1700000000680.2,4,MTK Gyroscope,-0.52587,0.27465,0.13491
1700000000690.0,1,MTK Accelerometer,-0.01241,8.96687,-0.41795
1700000000690.2,4,MTK Gyroscope,-0.59521,0.05422,0.03795
1700000000700.0,1,MTK Accelerometer,-0.23884,9.04306,-0.58187
1700000000700.2,4,MTK Gyroscope,-0.56200,-0.19308,-0.07492
1700000000700.5,2,MTK Magnetometer,19.72002,-15.29944,35.05733
1700000000710.0,1,MTK Accelerometer,-0.53089,9.14198,-0.50193
1700000000710.2,4,MTK Gyroscope,-0.45326,-0.38173,-0.20830
1700000000720.0,1,MTK Accelerometer,-0.69652,9.41122,-0.46138
1700000000720.2,4,MTK Gyroscope,-0.23246,-0.55453,-0.27884
1700000000730.0,1,MTK Accelerometer,-0.82337,9.78935,-0.17375
1700000000730.2,4,MTK Gyroscope,-0.01661,-0.60661,-0.30017
1700000000740.0,1,MTK Accelerometer,-0.74813,10.12438,0.15433
1700000000740.2,4,MTK Gyroscope,0.23016,-0.57478,-0.29213
1700000000750.0,1,MTK Accelerometer,-0.52161,10.49357,0.20520
1700000000750.2,4,MTK Gyroscope,0.40994,-0.42443,-0.21653
1700000000750.5,2,MTK Magnetometer,19.71933,-15.33822,34.76358
1700000000760.0,1,MTK Accelerometer,-0.37243,10.57823,0.31529
1700000000760.2,4,MTK Gyroscope,0.57128,-0.21575,-0.09435
1700000000770.0,1,MTK Accelerometer,0.01848,10.66456,0.38646
1700000000770.2,4,MTK Gyroscope,0.60177,0.04742,-0.01045
1700000000780.0,1,MTK Accelerometer,0.38714,10.52610,0.45909
1700000000780.2,4,MTK Gyroscope,0.54378,0.27090,0.13027
1700000000790.0,1,MTK Accelerometer,0.61407,10.40067,0.46566
1700000000790.2,4,MTK Gyroscope,0.38552,0.46954,0.24296
1700000000800.0,1,MTK Accelerometer,0.77144,10.03830,0.38106
1700000000800.2,4,MTK Gyroscope,0.18399,0.57336,0.28644
1700000000800.5,2,MTK Magnetometer,20.27900,-14.99447,35.08980
1700000000810.0,1,MTK Accelerometer,0.80395,9.68718,0.01958
1700000000810.2,4,MTK Gyroscope,-0.06489,0.59326,0.29285
1700000000820.0,1,MTK Accelerometer,0.68012,9.41795,-0.06633
1700000000820.2,4,MTK Gyroscope,-0.26742,0.53650,0.26371
1700000000830.0,1,MTK Accelerometer,0.40897,9.10116,-0.30472
1700000000830.2,4,MTK Gyroscope,-0.48917,0.35086,0.17182
1700000000840.0,1,MTK Accelerometer,0.14672,8.98379,-0.38621
1700000000840.2,4,MTK Gyroscope,-0.59089,0.11804,0.05575
1700000000850.0,1,MTK Accelerometer,-0.13147,9.05585,-0.54700
1700000000850.2,4,MTK Gyroscope,-0.60704,-0.09137,-0.05451
1700000000850.5,2,MTK Magnetometer,20.49099,-15.24753,35.22031
1700000000860.0,1,MTK Accelerometer,-0.45639,9.12531,-0.50666
1700000000860.2,4,MTK Gyroscope,-0.50029,-0.32760,-0.16133
1700000000870.0,1,MTK Accelerometer,-0.70998,9.42115,-0.31768
1700000000870.2,4,MTK Gyroscope,-0.33414,-0.48933,-0.25501
1700000000880.0,1,MTK Accelerometer,-0.85737,9.63986,-0.21577
1700000000880.2,4,MTK Gyroscope,-0.10405,-0.58750,-0.29841
1700000000890.0,1,MTK Accelerometer,-0.81891,10.01276,-0.02740
1700000000890.2,4,MTK Gyroscope,0.13510,-0.57291,-0.28942
1700000000900.0,1,MTK Accelerometer,-0.60885,10.32012,0.11459
1700000000900.2,4,MTK Gyroscope,0.34619,-0.46326,-0.23155
1700000000900.5,2,MTK Magnetometer,20.21222,-15.20381,34.94904
1700000000910.0,1,MTK Accelerometer,-0.40022,10.53122,0.25906
1700000000910.2,4,MTK Gyroscope,0.50650,-0.30294,-0.14311
1700000000920.0,1,MTK Accelerometer,-0.05449,10.50315,0.51474
1700000000920.2,4,MTK Gyroscope,0.59811,-0.07417,-0.05046
1700000000930.0,1,MTK Accelerometer,0.28622,10.55821,0.42617
1700000000930.2,4,MTK Gyroscope,0.55698,0.20274,0.08946
1700000000940.0,1,MTK Accelerometer,0.50585,10.43865,0.45634
1700000000940.2,4,MTK Gyroscope,0.45669,0.38870,0.20302
1700000000950.0,1,MTK Accelerometer,0.69382,10.19085,0.38493
1700000000950.2,4,MTK Gyroscope,0.25906,0.54352,0.27257
1700000000950.5,2,MTK Magnetometer,19.89473,-15.21961,35.01238
1700000000960.0,1,MTK Accelerometer,0.81809,9.87135,0.13810
1700000000960.2,4,MTK Gyroscope,0.03054,0.59327,0.27985
1700000000970.0,1,MTK Accelerometer,0.71516,9.49318,-0.03221
1700000000970.2,4,MTK Gyroscope,-0.21276,0.57828,0.27398
1700000000980.0,1,MTK Accelerometer,0.59177,9.19607,-0.20998
1700000000980.2,4,MTK Gyroscope,-0.42359,0.43672,0.22518
1700000000990.0,1,MTK Accelerometer,0.28278,9.06406,-0.36265
1700000000990.2,4,MTK Gyroscope,-0.57134,0.22252,0.10807
1700000001000.0,1,MTK Accelerometer,-0.09492,8.97444,-0.34787
1700000001000.2,4,MTK Gyroscope,-0.59854,-0.00669,-0.02317
1700000001000.5,2,MTK Magnetometer,19.78769,-14.90347,35.45194
1700000001010.0,1,MTK Accelerometer,-0.32936,8.94338,-0.43064
1700000001010.2,4,MTK Gyroscope,-0.53685,-0.25934,-0.12439
1700000001020.0,1,MTK Accelerometer,-0.54790,9.20092,-0.51106
1700000001020.2,4,MTK Gyroscope,-0.40195,-0.44196,-0.19576
1700000001030.0,1,MTK Accelerometer,-0.73848,9.58539,-0.29830
1700000001030.2,4,MTK Gyroscope,-0.20181,-0.55509,-0.27344
1700000001040.0,1,MTK Accelerometer,-0.89199,9.94760,-0.19284
1700000001040.2,4,MTK Gyroscope,0.03783,-0.59644,-0.29628
1700000001050.0,1,MTK Accelerometer,-0.66916,10.19721,-0.01881
1700000001050.2,4,MTK Gyroscope,0.27093,-0.52700,-0.25802
1700000001050.5,2,MTK Magnetometer,19.68575,-15.16276,34.97772
1700000001060.0,1,MTK Accelerometer,-0.50565,10.40769,0.17972
1700000001060.2,4,MTK Gyroscope,0.46952,-0.36524,-0.17165
1700000001070.0,1,MTK Accelerometer,-0.19367,10.57128,0.39599
1700000001070.2,4,MTK Gyroscope,0.57671,-0.14303,-0.08496
1700000001080.0,1,MTK Accelerometer,0.14394,10.69022,0.47588
1700000001080.2,4,MTK Gyroscope,0.58831,0.07680,0.04590
1700000001090.0,1,MTK Accelerometer,0.49779,10.46399,0.46477
1700000001090.2,4,MTK Gyroscope,0.52703,0.30577,0.17042
1700000001100.0,1,MTK Accelerometer,0.66622,10.16995,0.47494
1700000001100.2,4,MTK Gyroscope,0.34218,0.48467,0.23932
1700000001100.5,2,MTK Magnetometer,19.96721,-15.22094,34.87855
1700000001110.0,1,MTK Accelerometer,0.88111,9.98579,0.31072
1700000001110.2,4,MTK Gyroscope,0.12493,0.58829,0.29860
1700000001120.0,1,MTK Accelerometer,0.81111,9.58207,0.09125
1700000001120.2,4,MTK Gyroscope,-0.12029,0.58158,0.29502
1700000001130.0,1,MTK Accelerometer,0.69863,9.35308,-0.12499
1700000001130.2,4,MTK Gyroscope,-0.33561,0.50033,0.24056
1700000001140.0,1,MTK Accelerometer,0.49189,9.19033,-0.22176
1700000001140.2,4,MTK Gyroscope,-0.50626,0.31923,0.14653
1700000001150.0,1,MTK Accelerometer,0.03820,8.97890,-0.43770
1700000001150.2,4,MTK Gyroscope,-0.60873,0.07710,0.03471
1700000001150.5,2,MTK Magnetometer,20.31347,-15.10153,34.96611
1700000001160.0,1,MTK Accelerometer,-0.22379,9.02228,-0.52046
1700000001160.2,4,MTK Gyroscope,-0.56349,-0.15759,-0.07490
1700000001170.0,1,MTK Accelerometer,-0.49426,9.22834,-0.30902
1700000001170.2,4,MTK Gyroscope,-0.47154,-0.37911,-0.18180
1700000001180.0,1,MTK Accelerometer,-0.72683,9.43742,-0.31171
1700000001180.2,4,MTK Gyroscope,-0.29917,-0.53328,-0.29375
1700000001190.0,1,MTK Accelerometer,-0.79565,9.73968,-0.21401
1700000001190.2,4,MTK Gyroscope,-0.04371,-0.59511,-0.30541
1700000001200.0,1,MTK Accelerometer,-0.80523,10.05422,-0.03112
1700000001200.2,4,MTK Gyroscope,0.19453,-0.58698,-0.27394
1700000001200.5,2,MTK Magnetometer,20.13202,-15.13437,35.10957
1700000001210.0,1,MTK Accelerometer,-0.57590,10.37386,0.21281
1700000001210.2,4,MTK Gyroscope,0.38018,-0.44543,-0.21687
1700000001220.0,1,MTK Accelerometer,-0.23355,10.58379,0.33724
1700000001220.2,4,MTK Gyroscope,0.54681,-0.24837,-0.12210
1700000001230.0,1,MTK Accelerometer,-0.07806,10.52006,0.44951
1700000001230.2,4,MTK Gyroscope,0.58401,-0.02525,-0.00641
1700000001240.0,1,MTK Accelerometer,0.32753,10.60061,0.51471
1700000001240.2,4,MTK Gyroscope,0.54747,0.23560,0.10892
1700000001250.0,1,MTK Accelerometer,0.56344,10.32403,0.49849
1700000001250.2,4,MTK Gyroscope,0.43644,0.42133,0.24079
1700000001250.5,2,MTK Magnetometer,19.96630,-15.24345,35.23845
1700000001260.0,1,MTK Accelerometer,0.75956,10.09240,0.25142
1700000001260.2,4,MTK Gyroscope,0.21225,0.56064,0.30422
1700000001270.0,1,MTK Accelerometer,0.82884,9.73055,0.25851
1700000001270.2,4,MTK Gyroscope,-0.02228,0.58895,0.29728
1700000001280.0,1,MTK Accelerometer,0.73899,9.46836,0.03529
1700000001280.2,4,MTK Gyroscope,-0.27742,0.54620,0.25077
1700000001290.0,1,MTK Accelerometer,0.50920,9.20490,-0.20271
1700000001290.2,4,MTK Gyroscope,-0.46168,0.38437,0.20156
1700000001300.0,1,MTK Accelerometer,0.23721,9.06309,-0.40643
1700000001300.2,4,MTK Gyroscope,-0.56269,0.17446,0.07808
1700000001300.5,2,MTK Magnetometer,19.58592,-15.02558,35.24625
1700000001310.0,1,MTK Accelerometer,-0.08254,9.05618,-0.49437
1700000001310.2,4,MTK Gyroscope,-0.58652,-0.06031,-0.03588
1700000001320.0,1,MTK Accelerometer,-0.40088,9.19001,-0.49934
1700000001320.2,4,MTK Gyroscope,-0.51692,-0.29036,-0.14797
1700000001330.0,1,MTK Accelerometer,-0.73000,9.29208,-0.38404
1700000001330.2,4,MTK Gyroscope,-0.35136,-0.47614,-0.23238
1700000001340.0,1,MTK Accelerometer,-0.77006,9.49751,-0.33955
1700000001340.2,4,MTK Gyroscope,-0.12854,-0.59389,-0.29809
1700000001350.0,1,MTK Accelerometer,-0.83473,9.96777,-0.10561
1700000001350.2,4,MTK Gyroscope,0.12207,-0.58336,-0.28346
1700000001350.5,2,MTK Magnetometer,20.16708,-15.22413,34.96750
1700000001360.0,1,MTK Accelerometer,-0.74981,10.18975,0.07090
1700000001360.2,4,MTK Gyroscope,0.32793,-0.51230,-0.22984
1700000001370.0,1,MTK Accelerometer,-0.40568,10.46390,0.38898
1700000001370.2,4,MTK Gyroscope,0.49550,-0.33238,-0.16372
1700000001380.0,1,MTK Accelerometer,-0.13379,10.48625,0.40966
1700000001380.2,4,MTK Gyroscope,0.58996,-0.09633,-0.05357
1700000001390.0,1,MTK Accelerometer,0.16714,10.62518,0.50222
1700000001390.2,4,MTK Gyroscope,0.56787,0.13734,0.07666
1700000001400.0,1,MTK Accelerometer,0.48815,10.48231,0.51879
1700000001400.2,4,MTK Gyroscope,0.48642,0.35469,0.18612
1700000001400.5,2,MTK Magnetometer,20.17306,-14.89023,34.95062
1700000001410.0,1,MTK Accelerometer,0.63508,10.08350,0.37340
1700000001410.2,4,MTK Gyroscope,0.29675,0.52678,0.26405
1700000001420.0,1,MTK Accelerometer,0.82897,9.92474,0.24993
1700000001420.2,4,MTK Gyroscope,0.06983,0.60526,0.29313
1700000001430.0,1,MTK Accelerometer,0.82498,9.49388,0.10836
1700000001430.2,4,MTK Gyroscope,-0.18809,0.57020,0.27880
1700000001440.0,1,MTK Accelerometer,0.60421,9.24917,-0.17430
1700000001440.2,4,MTK Gyroscope,-0.38318,0.44553,0.22532
1700000001450.0,1,MTK Accelerometer,0.43537,9.01935,-0.30661
1700000001450.2,4,MTK Gyroscope,-0.53224,0.27153,0.13722
1700000001450.5,2,MTK Magnetometer,19.87713,-14.77328,34.96162
1700000001460.0,1,MTK Accelerometer,0.00362,9.01891,-0.45145
1700000001460.2,4,MTK Gyroscope,-0.60316,0.03150,-0.00492
1700000001470.0,1,MTK Accelerometer,-0.32851,9.04079,-0.39770
1700000001470.2,4,MTK Gyroscope,-0.56621,-0.20276,-0.13005
1700000001480.0,1,MTK Accelerometer,-0.49068,9.30970,-0.46382
1700000001480.2,4,MTK Gyroscope,-0.44736,-0.43133,-0.21260
1700000001490.0,1,MTK Accelerometer,-0.67231,9.51196,-0.37384
1700000001490.2,4,MTK Gyroscope,-0.22323,-0.55092,-0.29455
1700000001500.0,1,MTK Accelerometer,-0.79595,9.80506,-0.16767
1700000001500.2,4,MTK Gyroscope,0.02433,-0.60844,-0.30697
1700000001500.5,2,MTK Magnetometer,19.72275,-15.02210,34.91414
1700000001510.0,1,MTK Accelerometer,-0.69508,10.13947,0.04203
1700000001510.2,4,MTK Gyroscope,0.23933,-0.53981,-0.26726
1700000001520.0,1,MTK Accelerometer,-0.49905,10.38704,0.29574
1700000001520.2,4,MTK Gyroscope,0.43321,-0.40115,-0.21421
1700000001530.0,1,MTK Accelerometer,-0.27390,10.62144,0.50900
1700000001530.2,4,MTK Gyroscope,0.56762,-0.20161,-0.10076
1700000001540.0,1,MTK Accelerometer,-0.00657,10.57414,0.44135
1700000001540.2,4,MTK Gyroscope,0.58805,0.04700,0.02705
1700000001550.0,1,MTK Accelerometer,0.45358,10.48985,0.49511
1700000001550.2,4,MTK Gyroscope,0.53314,0.28163,0.13719
1700000001550.5,2,MTK Magnetometer,20.19759,-14.63324,34.81653
1700000001560.0,1,MTK Accelerometer,0.64559,10.27430,0.42075
1700000001560.2,4,MTK Gyroscope,0.37079,0.46892,0.23949
1700000001570.0,1,MTK Accelerometer,0.77303,9.96581,0.33957
1700000001570.2,4,MTK Gyroscope,0.16168,0.59168,0.29072
1700000001580.0,1,MTK Accelerometer,0.88947,9.66554,-0.00793
1700000001580.2,4,MTK Gyroscope,-0.07354,0.59922,0.29534
1700000001590.0,1,MTK Accelerometer,0.66782,9.31146,-0.03917
1700000001590.2,4,MTK Gyroscope,-0.31039,0.49914,0.26519
1700000001600.0,1,MTK Accelerometer,0.46046,9.10249,-0.38162
1700000001600.2,4,MTK Gyroscope,-0.48124,0.33330,0.17803
1700000001600.5,2,MTK Magnetometer,20.03479,-14.96176,34.82832
1700000001610.0,1,MTK Accelerometer,0.10917,9.07241,-0.32913
1700000001610.2,4,MTK Gyroscope,-0.57738,0.13744,0.05541
1700000001620.0,1,MTK Accelerometer,-0.24357,9.08362,-0.52876
1700000001620.2,4,MTK Gyroscope,-0.56968,-0.11651,-0.06821
1700000001630.0,1,MTK Accelerometer,-0.61107,9.15511,-0.51257
1700000001630.2,4,MTK Gyroscope,-0.49194,-0.34769,-0.16413
1700000001640.0,1,MTK Accelerometer,-0.69222,9.44283,-0.44555
1700000001640.2,4,MTK Gyroscope,-0.30972,-0.52142,-0.25833
1700000001650.0,1,MTK Accelerometer,-0.85201,9.72119,-0.22531
1700000001650.2,4,MTK Gyroscope,-0.07104,-0.60142,-0.31069
1700000001650.5,2,MTK Magnetometer,20.01716,-15.07637,35.25709
1700000001660.0,1,MTK Accelerometer,-0.69580,9.92160,-0.13129
1700000001660.2,4,MTK Gyroscope,0.17387,-0.57680,-0.28915
1700000001670.0,1,MTK Accelerometer,-0.61351,10.34900,0.15086
1700000001670.2,4,MTK Gyroscope,0.37725,-0.45230,-0.23016
1700000001680.0,1,MTK Accelerometer,-0.33192,10.49575,0.25302
1700000001680.2,4,MTK Gyroscope,0.53508,-0.28851,-0.15927
1700000001690.0,1,MTK Accelerometer,0.02094,10.61697,0.42244
1700000001690.2,4,MTK Gyroscope,0.60583,-0.05257,-0.04676
1700000001700.0,1,MTK Accelerometer,0.22992,10.55169,0.51899
1700000001700.2,4,MTK Gyroscope,0.54809,0.21412,0.09514
1700000001700.5,2,MTK Magnetometer,19.60344,-14.92665,34.65301
1700000001710.0,1,MTK Accelerometer,0.56768,10.33533,0.50012
1700000001710.2,4,MTK Gyroscope,0.43684,0.41128,0.19960
1700000001720.0,1,MTK Accelerometer,0.69682,10.20714,0.32835
1700000001720.2,4,MTK Gyroscope,0.25865,0.55850,0.27040
1700000001730.0,1,MTK Accelerometer,0.81223,9.80836,0.14517
1700000001730.2,4,MTK Gyroscope,0.00982,0.58784,0.30304
1700000001740.0,1,MTK Accelerometer,0.83221,9.50336,-0.04267
